100
71 19
8 22 16 41 74 10 42 19 7 3 26 9 30 13 62 59 4 11 44 29 34 1 5 12 52 23 66 71 45 31 57 68 64 48 14 65 49 54 69 39 46 72 51 56 73 43 21 24 15 2 33 55 75 32 58 61 25 17 63 27 6 20 38 60 35 18 36 40 50 70 47
608 225 553 501
10 68 19 43 40
52 75 29 46 50
48 24 36 74 39
36 19 43 48 53
40 38 54 56 14
67 31 4 37 12
10 46 8 71 66
6 27 52 24 28
31 4 12 61 64
13 66 56 38 51
49 36 28 37 39
71 6 7 15 40
62 53 18 16 54
50 15 46 25 37
8 4 24 39 54
64 49 21 72 40
26 7 17 19 74
28 16 10 12 52
31 46 17 30 7
26 22 72 54 74
10 16 75 4 8
35 38 39 53 67
51 13 56 21 29
67 54 74 61 25
72 49 51 71 4
22 64 30 38 56
18 37 19 6 24
16 33 12 29 40
10 53 46 16 62
67 30 29 52 14
36 19 43 61 49
27 71 54 68 18
12 28 8 66 75
10 74 6 36 49
13 27 43 31 37
12 68 51 21 35
56 54 66 25 75
62 64 30 38 14
26 12
30 40 52 34 43 68 35 64 25 32 39 60 15 67 63 47 66 20 12 75 69 37 42 21 10 54
740 411 87 257
14 3 53 12 70
15 37 50 60 74
41 25 26 55 68
42 66 59 39 47
49 64 21 40 22
47 64 34 40 59
6 50 12 65 37
4 32 35 68 29
52 27 41 49 63
43 15 45 36 11
22 63 73 21 26
67 34 59 64 32
65 68 6 35 75
40 3 53 42 41
58 39 55 36 14
6 26 70 74 32
55 73 52 27 20
35 10 36 59 63
15 7 57 3 69
49 25 53 41 39
15 73 66 12 63
47 30 29 14 26
21 74 36 42 53
45 3 60 37 22
57 70 40 55 6
66 39 26 49 41
34 42 58 37 30
40 74 35 14 12
29 54 36 67 45
22 32 21 69 27
40 59 39 32 36
45 30 63 60 15
57 69 21 4 3
26 64 66 49 11
27 54 43 67 7
10 26 57 73 11
50 55 14 27 29
7 74 59 15 41
43 60 30 63 53
37 36 45 34 20
25 3 60 58 7
67 54 29 69 57
64 14 75 52 68
22 70 34 47 26
53 43 27 59 50
34 15 49 20 22
57 69 70 4 74
52 29 68 7 3
32 66 73 65 35
26 39 25 27 64
42 66 69 35 47
39 20 63 21 15
74 4 6 26 40
11 36 57 32 67
60 14 70 10 45
20 35 45 26 4
75 67 53 74 7
25 55 60 70 39
34 27 37 58 41
63 32 52 47 43
11 5
36 40 66 47 46 75 8 43 25 74 19
877 11 445 615
12 45 5 71 7
2 29 9 74 14
69 72 25 57 70
51 8 63 11 49
56 46 68 35 27
75 2 51 69 40
7 56 53 55 49
18 1 44 57 5
12 8 70 67 9
60 64 46 45 13
43 27 29 13 69
7 14 55 66 51
35 62 15 11 63
60 53 68 49 19
72 24 12 9 1
1 51 13 19 68
7 44 60 5 62
46 61 55 49 69
58 64 53 25 9
47 71 70 75 24
45 8 47 11 72
74 27 68 67 50
29 69 5 14 63
1 9 31 64 57
56 60 12 19 75
20 2
19 22 38 48 31 47 58 13 27 14 24 12 50 39 40 7 25 11 33 53
496 834 386 33
25 22 73 11 8
31 60 34 50 75
51 59 58 5 27
10 39 3 13 19
70 62 12 65 35
20 25 7 24 47
62 72 5 23 27
44 40 3 57 12
31 74 19 8 54
71 1 70 13 51
43 10
37 36 40 53 64 39 32 31 6 30 70 42 69 38 10 75 5 48 27 44 20 54 8 26 24 52 35 34 25 17 47 1 67 4 22 56 9 11 45 62 29 2 65
784 481 735 717
30 36 72 35 55
33 42 24 11 45
26 47 39 65 62
25 40 54 69 63
4 6 20 14 53
56 36 54 72 35
70 14 53 27 52
5 62 28 11 32
8 6 10 38 39
24 63 30 29 45
33 70 27 37 69
38 22 31 17 29
5 55 36 10 51
34 75 52 2 67
4 53 14 25 39
56 48 17 39 35
25 45 22 10 24
27 28 14 4 51
55 11 2 33 67
42 54 5 64 52
65 75 31 25 53
2 39 67 26 56
10 6 36 38 47
8 45 17 51 5
55 40 52 11 33
52 22 1 27 10
75 34 45 40 38
6 30 26 4 14
32 62 48 44 47
11 55 39 29 53
22 35 1 6 75
36 5 30 27 48
64 4 20 31 65
8 67 25 29 28
55 40 24 44 52
62 27 22 10 20
2 32 37 6 11
42 35 75 25 54
51 52 1 44 69
40 26 56 64 14
37 17 48 52 6
36 2 29 20 27
32 75 72 30 11
8 38 24 33 35
45 62 55 56 9
32 48 17 35 54
56 39 31 63 14
20 1 40 51 33
24 2 69 34 70
45 36 37 44 26
61 15
16 40 7 68 74 58 28 31 46 8 67 64 4 71 54 50 48 72 62 1 41 75 29 49 60 18 66 30 57 26 53 23 25 24 51 42 47 65 33 52 39 13 61 19 44 2 36 37 32 59 12 10 15 22 63 20 3 38 45 9 43
851 71 214 21
72 71 29 57 62
59 23 24 16 41
28 53 74 61 44
32 37 52 65 7
75 39 54 2 47
75 66 60 67 36
52 42 29 4 31
39 32 61 24 8
65 49 72 44 51
28 18 40 13 74
24 7 4 40 26
42 8 16 41 25
28 61 30 67 68
57 72 53 1 58
33 60 31 47 2
41 28 29 54 61
53 68 37 67 33
39 51 64 8 13
25 4 36 60 30
23 65 18 46 75
53 66 74 48 23
68 7 40 32 64
8 30 57 31 42
1 54 26 25 37
2 47 18 19 72
66 13 50 64 59
37 46 62 23 24
1 2 65 26 8
31 54 16 57 25
29 61 58 68 39
51 58 37 41 32
59 2 26 71 49
28 13 33 25 61
39 42 67 53 44
68 46 36 66 75
23 71 51 33 64
41 28 67 24 2
53 54 50 39 42
48 68 47 37 16
65 72 4 19 7
24 48 41 8 72
1 28 37 59 32
40 19 44 71 16
68 53 13 66 75
25 51 58 67 65
62 75 51 59 39
4 33 71 16 8
31 41 50 28 18
74 54 47 30 23
25 53 67 57 1
49 62 59 19 16
42 31 75 48 60
25 36 57 28 54
33 26 66 71 32
4 1 58 24 64
54 71 8 50 53
19 29 7 4 1
46 32 16 42 25
75 2 26 39 30
52 33 37 58 41
23 30 51 61 37
2 29 60 7 31
16 1 74 57 53
39 72 71 41 18
40 13 32 8 54
65 1 37 42 13
47 24 50 61 53
44 29 68 49 41
52 60 39 19 74
25 66 40 72 30
31 40 4 32 60
24 19 52 50 2
59 75 68 33 7
48 16 51 36 29
8 61 57 30 37
43 3
2 43 5 32 3 33 4 61 45 70 6 48 35 69 47 57 72 10 59 19 50 46 49 64 28 12 1 60 15 54 18 65 66 44 37 26 7 16 41 9 13 71 42
410 227 420 367
2 7 47 35 44
3 49 66 65 10
36 50 37 33 56
61 46 19 64 41
60 72 69 18 67
3 7 2 62 1
28 9 4 16 72
46 36 18 59 13
15 64 50 5 6
47 48 35 10 61
33 32 60 71 36
26 35 61 12 3
9 8 54 17 50
41 47 10 5 7
2 42 37 4 6
59 7
52 35 48 53 70 44 69 6 4 59 23 3 57 9 34 39 28 50 30 54 27 37 75 11 58 12 66 43 67 51 47 16 19 1 10 22 42 61 31 60 18 73 13 5 20 29 72 8 32 26 45 40 41 62 71 24 14 33 64
92 600 402 804
18 67 32 1 37
73 69 19 58 35
44 43 10 26 23
52 51 34 28 5
27 8 13 16 11
69 72 66 51 19
60 27 61 50 58
30 31 28 73 23
48 70 22 6 3
16 4 53 52 43
32 67 42 50 75
13 53 54 60 1
3 20 19 23 37
22 8 9 57 31
70 4 26 66 28
75 29 61 58 9
43 1 66 4 70
57 50 47 44 34
54 22 6 27 53
69 48 20 8 31
54 48 6 57 39
19 31 59 5 10
27 1 20 37 72
29 9 52 43 47
8 69 60 73 11
1 75 44 42 28
43 59 51 57 35
39 50 8 19 22
72 4 26 61 60
47 52 67 11 66
26 39 54 16 37
9 22 60 57 50
72 32 52 42 29
12 47 53 51 67
70 8 13 43 61
29 21
36 53 15 29 6 24 33 46 55 34 49 50 57 37 73 70 62 19 2 5 40 30 56 63 38 67 59 10 13
742 398 923 358
43 36 70 29 34
30 40 73 50 21
74 10 33 1 5
13 32 47 9 38
57 19 17 8 49
53 59 34 10 46
73 29 37 67 26
20 62 25 1 24
50 21 65 36 40
70 32 56 8 4
67 39 5 47 32
40 6 59 11 53
70 25 38 46 57
17 55 58 1 73
9 12 29 13 37
40 56 57 61 15
9 36 58 67 20
25 47 38 2 29
6 73 21 19 32
65 33 63 49 5
61 15 13 38 56
50 4 73 49 10
46 48 1 37 6
57 29 53 33 21
40 39 63 24 34
6 35 9 21 55
24 13 1 57 4
2 11 59 25 32
48 63 70 40 17
15 65 43 37 26
65 63 11 67 53
29 35 33 74 4
61 20 9 32 50
36 8 13 43 38
17 49 39 24 62
33 55 35 11 62
19 61 30 73 43
8 5 56 63 10
6 34 9 26 36
29 12 17 4 46
70 37 24 74 32
58 65 4 1 38
46 5 67 34 15
29 6 8 63 33
62 50 20 47 12
63 49 15 36 2
37 70 20 58 29
56 30 47 4 74
46 8 26 1 61
17 6 13 73 48
37 9 73 5 38
40 63 29 20 17
10 55 30 11 70
24 26 43 62 32
34 57 48 12 39
11 4 57 73 70
21 39 67 9 37
26 59 58 24 6
2 61 53 35 25
48 40 50 34 46
46 12 2 73 40
9 57 19 1 56
63 6 25 61 24
74 32 70 8 5
43 47 55 20 26
39 6 5 50 20
12 17 61 47 58
34 40 38 29 43
9 32 13 21 55
2 8 4 11 59
61 38 49 19 15
17 1 50 9 13
21 8 4 20 40
2 39 47 57 65
33 58 12 25 36
59 19 17 74 10
33 29 50 36 6
12 57 32 73 11
40 55 15 9 8
53 67 37 48 65
5 1 21 4 6
33 37 9 38 10
40 35 61 11 58
12 55 36 24 47
26 63 20 8 65
15 49 70 47 26
10 67 48 30 32
25 29 53 65 13
1 24 37 5 73
12 34 74 59 36
73 56 57 61 9
5 15 6 12 37
43 62 25 65 55
38 58 63 35 53
26 1 19 49 34
8 38 65 35 15
33 39 11 73 67
25 19 47 32 40
34 26 70 48 36
17 74 56 24 53
9 35 40 11 73
4 30 48 33 12
63 62 47 19 59
46 20 49 1 61
65 70 13 53 67
7 14
59 69 49 58 46 14 35
104 740 394 91
9 69 59 72 50
24 70 75 60 35
30 3 55 58 48
46 63 14 47 68
71 62 73 12 8
6 52 38 23 12
13 60 8 26 66
16 48 54 3 49
59 75 46 30 9
39 57 42 27 58
60 58 48 42 38
30 8 72 4 39
33 47 61 46 56
53 55 68 23 35
12 20 13 54 52
6 26 4 54 23
42 46 60 69 39
61 71 33 16 58
68 7 63 49 9
50 14 59 8 66
57 46 26 63 68
62 13 50 3 43
20 12 55 52 53
33 40 16 73 56
75 48 61 54 9
71 53 13 57 6
60 7 4 43 27
61 69 9 3 73
20 52 47 40 16
55 41 68 48 35
69 52 48 12 46
75 35 73 63 53
62 41 61 6 4
7 2 40 39 50
56 8 49 55 54
47 61 16 12 62
24 20 23 63 30
14 66 70 26 72
57 40 68 33 50
58 3 39 27 9
6 35 71 2 38
60 69 54 16 48
57 8 14 12 41
40 7 4 73 66
39 62 49 46 30
63 56 30 70 48
39 43 16 54 57
24 7 58 52 49
72 40 6 47 42
66 8 27 13 46
12 71 41 42 58
9 16 30 61 3
75 35 39 59 54
70 38 66 24 33
68 60 49 56 2
75 56 61 4 24
53 40 7 52 8
48 43 13 54 38
41 9 33 12 2
72 35 39 59 42
13 40 8 68 69
46 56 38 9 59
41 61 73 3 12
26 63 53 30 7
35 20 60 66 62
49 8 38 24 53
63 71 61 42 75
69 70 26 50 56
41 3 40 6 59
13 60 4 47 62
40 18
65 36 14 22 54 46 2 55 38 62 21 69 48 15 4 16 37 30 51 1 39 10 63 7 25 32 56 11 18 3 53 6 72 52 13 64 33 47 50 49
629 736 947 522
65 14 40 32 64
51 33 36 54 4
15 45 21 49 57
16 37 7 18 46
47 22 10 48 39
21 42 47 67 38
3 50 65 25 69
8 56 7 33 4
62 15 41 48 14
10 40 55 63 45
39 36 11 57 2
14 67 65 26 13
6 7 56 4 15
41 16 50 22 33
38 25 37 53 72
63 65 50 62 11
69 45 32 59 42
40 57 51 7 55
53 14 54 15 67
2 25 41 18 46
53 59 30 25 8
52 7 37 64 38
36 16 41 56 65
69 55 13 45 62
1 35 67 63 14
36 53 42 21 51
65 39 3 38 2
49 50 72 54 11
52 16 22 8 26
15 37 18 35 45
59 8 16 63 6
15 57 2 49 50
46 10 39 56 30
65 51 42 33 3
37 22 54 52 1
67 26 40 59 52
32 37 10 41 46
51 13 7 2 62
14 11 21 45 8
47 55 38 50 48
57 33 39 14 40
72 16 7 25 51
11 30 26 56 37
67 63 3 18 21
50 46 2 59 65
39 26 53 42 32
51 50 64 6 52
30 8 46 56 15
48 22 49 65 13
67 54 47 25 59
38 13 15 33 47
2 41 14 64 40
65 55 57 11 63
4 6 1 46 8
53 54 7 56 3
52 11 72 67 4
63 7 69 6 2
32 25 16 22 46
15 47 53 33 14
41 30 18 59 45
11 18 37 41 46
22 1 45 54 4
15 7 67 47 26
72 50 30 3 64
63 16 42 55 49
67 72 21 22 8
10 63 50 30 38
56 4 54 49 36
18 51 52 1 40
55 33 64 11 25
62 30 56 32 45
40 72 57 64 69
16 42 13 3 52
37 39 36 48 4
1 26 63 65 15
65 18 38 62 57
64 46 40 15 53
49 69 63 36 16
22 47 32 55 13
3 67 59 41 1
53 16 26 3 6
56 37 32 64 57
65 55 1 49 50
11 45 25 54 14
21 35 52 8 36
55 67 52 38 37
33 36 32 4 72
46 6 16 59 15
40 11 64 63 35
45 53 41 69 42
2 11
2 31
656 668 510 210
59 12 41 36 20
67 74 46 17 63
42 31 34 58 65
13 26 18 66 8
55 21 54 27 3
33 61 21 50 46
75 16 72 49 28
51 45 63 8 48
5 66 65 74 55
13 30 18 39 36
31 61 22 13 66
64 51 48 41 49
11 55 8 18 27
16 53 17 21 3
7 50 42 70 59
2 30 5 15 12
7 41 39 70 27
75 32 3 34 64
65 11 72 22 55
45 51 68 49 26
67 28 34 12 58
22 46 53 72 39
21 45 54 30 20
13 6 75 65 31
42 15 17 32 5
64 21 45 31 59
32 68 49 66 74
39 72 16 18 6
48 65 2 41 28
5 54 33 34 20
66 36 50 59 2
64 74 55 42 7
48 49 11 68 32
16 34 18 3 72
12 53 33 31 45
58 63 49 42 15
41 16 51 67 34
12 55 2 70 59
30 20 46 61 32
54 64 11 68 53
49 30 34 42 33
17 54 21 61 46
58 22 48 59 2
12 74 20 50 7
5 45 26 36 51
58 51 42 41 21
48 11 72 45 54
31 66 70 64 36
46 53 50 34 75
3 32 30 55 5
63 12 58 51 18
30 32 46 31 59
70 41 16 27 11
48 39 65 20 68
3 49 33 64 66
13 5
69 44 66 74 46 41 14 64 6 70 24 49 55
317 137 488 660
47 32 74 24 13
42 2 1 10 70
30 9 59 14 36
46 71 29 44 72
4 20 48 41 17
2 21 39 14 12
9 56 32 13 36
30 26 16 49 23
70 55 6 20 72
1 11 10 27 69
19 33 59 36 55
27 45 48 30 16
39 13 32 21 64
17 49 6 65 2
10 71 58 18 72
56 47 14 10 55
20 44 15 16 65
45 69 53 2 75
4 23 41 12 36
32 74 49 48 26
36 64 10 33 14
65 32 26 18 1
29 45 48 69 9
16 44 39 49 70
74 21 19 53 46
6 18
2 52 54 72 31 68
85 163 754 70
10 34 43 39 31
50 9 6 11 24
16 35 29 14 72
63 61 38 45 1
20 7 64 15 28
52 26 9 34 10
73 21 75 12 45
53 71 5 54 24
60 50 68 16 8
61 6 67 15 28
37 14 7 63 45
71 73 30 35 21
6 50 8 58 24
11 34 53 75 43
2 67 28 54 31
30 20 31 16 34
17 56 35 29 39
41 63 64 15 45
58 12 25 67 2
68 54 47 43 3
34 43 58 39 71
10 75 73 17 30
2 29 52 64 61
1 37 31 41 21
5 6 53 14 47
12 53 10 17 67
63 6 61 71 20
54 2 3 75 21
72 73 24 8 25
47 38 14 5 56
34 58 31 37 73
14 38 75 39 7
56 15 41 45 53
63 71 21 3 12
2 72 9 68 64
56 24 38 6 29
33 16 10 72 26
31 28 37 7 17
52 73 5 14 25
50 20 41 34 45
10 72 8 24 26
73 41 71 6 39
60 56 31 63 43
12 67 11 37 33
1 20 52 64 38
75 50 14 60 73
53 35 33 61 26
8 71 67 64 16
56 45 68 24 43
58 47 37 52 39
15 67 37 2 8
5 26 33 41 17
30 31 60 34 16
9 75 3 7 54
64 20 35 68 38
16 2 21 28 3
17 6 1 35 9
43 8 75 60 38
61 25 58 71 56
41 37 45 47 24
17 47 68 10 28
8 67 14 29 58
64 37 52 12 45
25 63 15 5 20
2 75 6 1 21
39 17 11 8 45
72 63 53 9 50
26 6 41 31 21
71 34 3 33 12
54 10 29 37 14
47 56 3 24 21
25 31 14 67 16
52 58 5 8 53
43 45 26 71 34
38 6 75 41 9
2 43 53 37 34
26 56 24 1 29
50 12 30 21 31
8 35 9 58 45
67 11 64 73 20
71 54 68 16 31
8 28 37 63 10
47 29 3 21 72
33 58 50 7 15
45 43 11 75 38
15 39 31 2 29
14 63 47 75 26
54 58 61 28 71
67 12 45 41 17
43 33 3 25 60
29 2
19 30 21 73 24 61 47 44 60 74 65 9 45 58 15 71 63 2 6 69 64 67 48 38 37 22 32 52 39
221 155 237 74
60 51 71 47 4
50 61 6 39 57
33 29 58 19 45
73 7 24 56 64
46 37 32 40 28
6 52 58 46 14
73 19 21 38 45
51 64 1 60 56
54 30 39 4 65
69 5 71 29 41
53 1
54 35 41 62 59 66 58 14 53 39 18 44 25 21 22 38 2 27 20 10 72 69 34 7 65 19 15 73 49 17 40 75 30 29 48 36 3 57 52 74 64 43 11 24 68 12 31 26 33 56 61 47 71
860 826 862 471
39 52 14 19 68
56 64 53 66 35
49 18 29 65 59
31 7 30 69 12
10 17 21 58 62
33 15
56 16 6 72 32 19 40 74 45 41 65 3 51 63 33 48 55 58 8 26 1 53 7 30 67 5 57 24 12 36 17 54 59
142 228 603 123
43 54 72 55 2
36 57 6 50 19
17 69 67 30 74
26 51 15 22 1
27 7 62 11 20
1 65 54 43 3
50 52 19 26 69
57 36 51 67 63
74 12 53 7 30
22 59 2 41 13
27 6 22 36 12
54 15 64 63 38
7 20 1 72 51
40 74 16 8 24
17 57 69 65 14
8 6 69 1 67
3 22 65 24 40
38 30 52 57 64
61 12 15 13 62
16 51 48 14 5
55 36 57 38 1
54 7 2 62 67
43 33 72 24 22
48 6 27 63 30
41 13 21 26 32
52 63 32 15 55
38 43 40 62 21
8 27 48 61 14
24 74 3 50 17
59 30 5 36 58
56 74 17 57 27
22 51 62 30 52
43 36 50 13 21
26 54 8 45 67
40 2 24 64 1
7 72 22 16 57
15 53 62 67 11
64 51 59 1 65
41 26 52 13 48
21 69 8 56 61
62 33 13 57 30
45 40 50 72 5
58 15 55 16 8
51 1 64 38 3
48 61 14 43 67
22 13 65 6 57
27 24 45 26 21
12 11 38 48 5
17 54 64 52 43
50 14 33 74 40
8 13 63 32 64
58 26 74 30 41
14 57 54 24 67
7 17 43 65 59
52 38 36 56 27
22 64 11 27 72
26 58 30 45 74
50 63 21 32 53
69 40 62 33 16
1 20 5 52 55
57 17 74 64 5
16 63 21 55 36
65 43 67 30 72
14 3 13 53 45
22 32 1 54 11
72 14 30 26 54
45 3 63 67 16
43 6 33 13 40
53 55 27 15 65
24 32 17 62 52
41 36 8 32 51
40 2 69 55 33
22 1 13 3 26
5 52 58 63 59
57 50 54 43 24
36 2
50 49 16 11 23 32 14 74 1 65 57 54 55 53 35 9 8 60 66 25 21 31 40 3 15 4 61 12 43 75 44 28 20 52 30 24
811 174 489 842
66 74 1 30 75
53 11 21 9 70
65 57 23 25 44
43 55 20 27 14
16 3 8 31 29
6 30 4 20 29
34 28 19 65 70
49 13 31 24 3
55 11 8 68 37
32 57 61 51 36
21 27
17 15 24 52 12 64 32 19 54 31 10 5 50 34 25 68 38 53 27 56 62
305 664 783 355
68 44 30 14 61
36 10 51 34 48
11 47 75 50 66
56 32 27 17 40
12 25 18 64 62
28 34 18 47 10
41 70 50 27 60
56 5 55 9 61
54 38 72 17 49
40 44 68 74 30
68 64 36 57 40
9 47 14 21 41
38 44 24 51 32
50 15 5 34 55
67 54 69 75 62
36 11 27 51 35
66 56 58 67 24
74 12 41 53 52
62 30 72 38 64
31 50 21 10 9
30 31 57 41 69
10 11 38 22 72
53 67 9 21 75
50 14 61 51 56
24 17 68 5 47
11 25 18 9 48
41 30 54 24 47
68 51 69 22 31
70 60 44 14 38
15 74 49 66 12
75 52 21 41 25
32 67 34 60 15
48 5 68 11 24
35 28 12 18 9
55 38 69 57 27
15 41 21 5 69
54 35 10 49 52
48 32 47 74 17
68 66 25 11 67
70 9 64 62 34
70 40 22 49 32
18 74 69 55 31
41 66 67 58 10
53 9 12 62 60
38 56 19 47 11
62 50 19 54 35
47 31 18 25 52
27 32 51 15 5
70 40 68 9 74
17 30 24 21 55
50 51 68 49 53
22 24 34 36 75
55 5 66 25 56
27 40 60 58 57
52 61 9 41 35
47 28 57 31 66
38 19 40 52 12
18 53 15 32 64
69 50 60 62 44
58 74 49 70 10
47 64 31 30 67
36 35 34 52 75
28 70 61 44 51
15 27 58 38 10
55 18 62 19 21
36 30 40 74 38
19 67 60 11 12
62 41 9 48 44
24 69 32 72 70
68 52 56 54 35
69 17 27 28 19
5 35 74 55 66
14 53 32 54 24
56 62 72 49 9
12 58 34 75 64
15 49 5 38 27
69 40 53 35 34
64 32 51 19 25
58 48 41 60 21
14 10 55 24 44
21 15 47 75 36
9 5 35 68 31
12 49 30 57 19
32 18 53 61 10
55 48 58 24 22
14 44 66 25 22
32 70 34 61 75
15 10 52 18 67
21 56 49 60 11
30 74 12 24 72
74 66 30 67 58
25 32 51 72 70
27 10 17 19 40
14 12 60 44 24
61 47 15 11 35
40 19 68 70 53
34 35 62 64 36
27 22 74 51 18
14 38 58 28 54
52 44 66 72 57
34 69 53 36 15
12 14 25 51 55
5 38 62 22 27
60 35 17 44 10
68 54 58 52 18
35 22 31 57 12
24 11 53 66 9
27 34 44 67 58
55 74 62 68 36
54 52 72 75 38
68 10 57 34 48
74 50 41 72 60
12 24 28 5 51
66 55 31 56 58
40 25 11 19 44
27 38 10 22 72
11 70 15 69 28
54 34 32 24 47
58 36 62 61 9
41 74 31 44 67
10 68 72 9 14
70 47 22 28 44
51 38 66 5 57
32 67 11 35 18
60 30 27 41 50
48 47 35 10 24
68 18 14 53 22
21 38 17 25 61
32 55 74 19 31
70 67 56 66 44
49 57 51 9 50
69 60 10 36 41
54 17 55 38 58
64 70 34 27 47
35 28 31 12 21
29 3
50 67 53 65 24 38 3 8 18 15 37 40 63 48 27 34 21 32 52 22 60 23 57 46 6 66 49 75 47
895 651 221 179
29 1 7 46 34
60 6 68 37 48
30 15 14 31 57
25 32 52 65 21
11 50 53 63 38
3 57 35 21 29
13 23 50 53 7
25 27 59 48 30
64 31 69 19 22
18 66 42 49 74
18 19 1 15 47
49 67 68 64 59
50 23 24 75 63
25 69 74 35 27
55 30 40 45 65
62 15
13 14 22 55 36 29 6 38 16 26 43 21 9 53 18 51 49 31 70 40 65 50 3 46 1 54 7 57 25 41 20 71 47 58 60 4 11 68 19 35 52 61 30 23 64 62 67 75 15 32 39 17 42 10 34 48 28 24 44 72 27 2
704 134 101 86
54 47 32 31 49
57 25 62 40 3
1 52 21 46 65
61 9 67 75 6
15 55 38 68 43
13 51 68 16 60
62 61 14 64 38
53 15 31 32 1
7 4 75 67 55
54 65 20 26 71
30 3 54 70 31
68 49 55 4 9
60 6 65 47 41
23 71 14 11 64
51 58 62 35 20
29 38 23 54 30
40 4 9 65 35
41 18 31 25 68
3 20 53 55 47
36 67 70 7 50
6 11 40 16 1
52 31 14 21 29
20 43 35 15 71
62 47 70 23 75
22 32 55 58 9
23 46 68 57 58
19 67 26 16 15
71 3 11 60 62
18 64 55 6 20
29 41 7 36 51
9 61 14 52 31
11 68 1 20 62
64 65 54 51 40
21 23 25 43 29
57 22 50 26 4
47 36 53 20 15
40 64 70 1 68
22 75 16 25 32
11 51 9 60 49
46 21 3 57 4
26 55 70 50 20
29 51 41 65 4
60 62 32 38 40
68 19 1 16 22
14 11 53 58 3
29 41 1 65 26
75 67 46 15 50
18 20 21 40 49
70 68 31 3 19
36 38 13 61 58
4 53 32 43 68
26 29 21 35 54
22 7 70 49 41
23 51 14 25 64
60 62 58 16 65
16 1 25 7 68
26 50 51 41 11
40 9 47 3 32
70 49 4 52 29
60 46 13 21 67
14 58 54 67 32
49 30 65 70 53
23 29 62 46 40
22 26 41 6 1
36 3 9 31 21
21 54 52 15 46
19 31 13 47 4
26 32 20 41 1
29 3 23 16 22
60 25 53 35 43
31 29 60 26 32
57 30 70 54 67
18 40 64 49 7
47 9 36 25 16
62 41 75 11 22
25 9
51 10 48 7 60 61 37 21 38 28 73 56 32 59 16 18 69 14 55 47 42 57 4 68 49
582 295 428 510
73 21 40 35 19
31 50 47 23 43
16 74 64 38 1
18 4 3 48 46
61 10 30 7 14
59 56 42 73 60
47 57 22 28 65
16 26 4 55 21
61 48 25 23 19
37 32 18 38 14
4 50 10 13 42
57 48 35 38 70
31 73 60 18 26
37 64 14 39 72
56 46 11 51 22
41 14 16 43 3
7 22 49 25 55
21 51 59 69 68
57 38 1 72 26
13 50 19 64 48
51 6 43 1 13
40 35 46 25 26
11 3 38 10 7
41 30 56 49 68
31 48 50 42 57
1 28 32 55 26
46 61 37 10 60
16 74 68 31 56
48 22 41 72 69
47 3 51 6 4
25 51 68 26 39
19 74 21 46 23
59 47 32 30 37
22 28 72 64 75
14 73 49 60 31
31 38 68 30 65
3 41 50 64 28
46 56 48 26 21
13 72 4 14 37
74 57 22 11 40
60 49 25 6 39
7 64 28 59 57
35 40 47 61 18
30 41 31 37 11
23 43 4 74 65
25 15
60 11 48 68 29 42 10 64 62 40 65 18 44 55 73 14 37 8 61 24 35 3 74 26 2
475 413 940 441
60 25 3 56 31
48 32 30 46 27
47 44 24 61 69
40 42 62 64 11
51 45 16 29 12
37 50 65 45 60
74 8 7 51 73
62 16 2 11 3
46 24 25 56 36
52 27 31 28 47
70 36 47 2 56
29 42 68 48 12
26 46 11 66 24
30 69 74 51 44
41 62 64 25 27
29 61 63 64 68
44 32 10 28 74
31 42 30 16 8
2 7 41 18 65
3 70 24 36 45
65 18 37 63 69
62 25 45 29 2
16 10 51 74 47
67 3 52 46 11
24 56 12 66 35
16 60 8 61 46
69 37 65 48 2
44 67 70 11 68
51 40 12 30 18
47 15 55 27 50
62 51 29 60 26
48 47 18 12 40
70 2 45 36 32
7 55 10 73 61
56 28 37 16 65
45 56 18 2 67
69 24 51 52 25
32 11 29 16 47
64 9 60 14 26
40 63 3 12 55
56 68 47 40 55
65 64 50 9 60
61 25 45 7 32
14 15 74 69 30
42 36 27 31 51
15 45 74 50 35
24 56 30 63 36
48 66 44 26 31
2 64 61 3 40
9 47 25 62 73
7 29 35 36 56
69 50 68 14 47
66 10 15 37 40
73 63 74 26 61
18 52 30 3 24
9 11 40 29 14
18 31 12 3 25
45 35 48 62 65
36 66 7 68 32
44 69 28 26 56
44 3 29 16 7
11 35 55 48 27
9 30 18 46 67
56 69 8 64 24
31 2 26 74 42
74 12 35 26 29
8 31 30 32 55
14 36 3 73 65
66 9 61 52 46
69 48 28 15 70
44 31 52 30 28
64 70 67 36 25
65 45 66 2 35
40 56 42 50 9
11 41 27 47 46
0 5

241 991 191 999
50 53 52 45 25
47 21 60 39 41
2 29 42 31 16
15 48 51 72 63
10 61 75 69 23
42 74 61 25 29
27 71 50 39 14
10 33 37 75 2
13 26 68 41 15
66 46 23 12 21
12 35 53 8 15
6 32 42 13 2
51 60 21 50 29
47 56 31 37 43
46 5 10 48 65
52 21 57 60 25
19 16 48 65 69
6 75 14 71 51
72 41 66 56 50
33 5 31 74 32
8 26 39 70 33
51 32 46 75 31
57 25 16 5 43
52 50 47 37 53
74 60 29 67 10
17 12
59 63 47 6 31 40 39 72 43 53 18 28 64 24 23 58 7
197 551 819 210
43 32 75 47 68
54 26 10 51 23
72 15 70 52 66
14 34 9 74 59
